"cultivar","parameter","initial","fitted","rss"
"PurcellMG4","vegetative",388,388,15.1944615222238
"PurcellMG4","early.flowering",140,140,15.1944615222238
"PurcellMG4","early.grain",0.324,0.324,15.1944615222238
"PurcellMG4","late.grain",664,664,15.1944615222238
"PurcellMG4","photoperiod.modifier1",13.1,13.1,15.1944615222238
"PurcellMG4","photoperiod.modifer2",16.49,16.49,15.1944615222238
